mixed,cat,date,num
,LS01,2013-02-01,99.9878
,LS01,2013-01-30,99.9878
,LS01,2013-02-02,99.9878
,LS01,2013-01-23,99.9878
,5N61,2013-01-10,
,5N61,2013-01-29,
,5N61,2013-02-01,
,5N61,2013-01-28,
,5N61,2013-01-02,
,5N61,2013-01-04,
,3Y31,2013-02-18,
,3Y31,2013-01-19,
,KS41,2013-01-15,
,KS41,2013-02-08,
,KS41,2013-01-17,
,YC41,2013-01-19,
,YC41,2013-01-15,
,YC41,2013-01-31,
,WY31,2013-01-19,
,WY31,2013-02-14,
,WY31,2013-01-18,
,FV33,2013-01-31,
,FV33,2013-02-18,
,FV33,2013-02-09,
,FV33,2013-01-01,
,FV33,2013-01-25,
,FV33,2013-02-12,
,FV33,2013-02-10,
,MW91,2013-02-19,
,MW91,2013-01-28,
,MW91,2013-02-13,
,MW91,2013-02-14,
,MW91,2013-01-23,
,MW91,2013-02-15,
,1C11,2013-01-06,
,1C11,2013-01-27,
,1C11,2013-02-03,
,5J51,2013-01-12,
,5J51,2013-02-04,
,5J51,2013-01-20,
,5J51,2013-01-20,
,5J51,2013-02-05,
,5J51,2013-01-05,
,5J51,2013-02-19,
,5J51,2013-01-17,
,5J51,2013-02-11,
,5J51,2013-02-07,
,5J51,2013-01-04,
,5J51,2013-02-04,
,5J51,2013-01-30,
,5J51,2013-01-23,
,5J51,2013-01-03,
,5J51,2013-02-14,
,5L31,2013-02-22,0
,5L31,2013-01-17,0
,5L31,2013-02-08,0
,5L31,2013-01-01,0
,5L31,2013-01-25,0
,KS41,2013-02-24,
,KS41,2013-02-10,
,KS41,2013-02-14,
,KS41,2013-02-05,
,KS41,2013-02-05,
,KS41,2013-01-04,
,KS41,2013-01-12,
,FV33,2013-02-26,
,FV33,2013-02-07,
,FV33,2013-02-09,
,FV33,2013-02-22,
,FV33,2013-01-15,
,FV33,2013-02-20,
,FV33,2013-01-05,
,FW11,2013-02-25,
,FW11,2013-02-25,
,FW11,2013-02-16,
,FW11,2013-02-02,
,FW11,2013-01-06,
,FW11,2013-01-07,
,FW11,2013-01-11,
,FW11,2013-02-24,
,FW11,2013-02-03,
0,JC31,2013-01-05,0
100,JC31,2013-01-23,100
0,JC31,2013-02-26,0
0,JC31,2013-02-22,0
0,JC31,2013-01-28,0
0,JC31,2013-02-02,0
,XA53,2013-02-04,
,XA53,2013-01-02,
,XA53,2013-01-09,
,XA53,2013-01-25,
,XA53,2013-01-17,
,XA53,2013-02-23,
,XA53,2013-01-05,
,5C32,2013-01-27,
,5C32,2013-02-24,
,5C32,2013-01-25,
,5C32,2013-02-08,
,5C32,2013-01-30,
,5C32,2013-02-04,
,WY33,2013-01-02,
,WY33,2013-02-15,
,WY33,2013-02-19,
,WY33,2013-01-14,
,WY33,2013-02-03,
,WY33,2013-01-12,
,WY33,2013-01-13,
,WY33,2013-02-22,
,WY33,2013-02-25,
,WY33,2013-02-12,
,XA53,2013-01-03,
,XA53,2013-01-25,
,XA53,2013-01-12,
,XA53,2013-03-01,
,XA53,2013-01-29,
,XA53,2013-02-23,
,5C11,2013-02-26,
,5C11,2013-02-04,
,5C11,2013-01-24,
,5C11,2013-01-27,
,5C11,2013-01-09,
,5C11,2013-01-18,
,5C11,2013-01-13,
,MX11,2013-01-19,
,5.00E+59,2013-01-01,100
,5.00E+59,2013-01-08,0
,5.00E+59,2013-02-24,100
,5.00E+59,2013-01-27,100
,5.00E+59,2013-02-18,0
,3D33,2013-01-13,
,3D33,2013-01-07,
,3D33,2013-01-10,
,3D33,2013-01-14,
,3D33,2013-02-27,
,3D33,2013-01-19,
,8J11,2013-02-11,0
,8J11,2013-02-24,0
,4B51,2013-02-27,
,4B51,2013-02-17,
,4B51,2013-02-11,
,4B51,2013-02-04,
,3D33,2013-02-10,
,3D33,2013-02-18,
,3D33,2013-01-16,
,3D33,2013-01-04,
,3D33,2013-01-29,
,1S51,2013-01-25,0
,1S51,2013-01-31,0
,VN71,2013-02-20,
,VN71,2013-02-15,
,VN71,2013-02-08,
,VN71,2013-01-17,
,3D11,2013-01-18,
,3D11,2013-03-01,
,3D11,2013-01-22,
,3D11,2013-02-03,
,FW11,2013-02-20,
,FW11,2013-01-12,
,FW11,2013-02-14,
,KV21,2013-02-09,
,3K51,2013-02-01,
,3K51,2013-02-08,
,3K51,2013-02-09,
,3K51,2013-02-04,
,XA53,2013-01-22,
,XA53,2013-01-03,
,XA53,2013-01-01,
,XA53,2013-02-26,
,XA53,2013-02-19,
,XA53,2013-01-07,
,XA53,2013-02-01,
,XA53,2013-02-14,
,KS43,2013-02-05,
,KS43,2013-01-12,
,KS43,2013-01-01,
,KS43,2013-02-19,
,KS43,2013-02-18,
,KS43,2013-01-17,
,KS43,2013-01-31,
,LS01,2013-02-27,99.9878
,LS01,2013-01-25,99.9878
,LS01,2013-01-23,99.98779
,LS01,2013-02-13,99.98779
,LS01,2013-01-07,99.9878
,1C11,2013-02-20,
,3Y31,2013-02-07,
,3Y31,2013-02-21,
,3Y31,2013-01-12,
,3Y31,2013-02-15,
,3Y31,2013-01-18,
,3Y31,2013-02-27,
,3Y31,2013-01-23,
,3Y31,2013-01-24,
,3Y31,2013-01-22,
,WY31,2013-01-25,
,WY31,2013-01-14,
,ZD11,2013-02-08,
,ZD11,2013-02-28,
,ZD11,2013-01-20,
,ZD11,2013-01-13,
,ZD11,2013-01-17,
,ZD11,2013-01-03,
,ZD11,2013-02-09,
,ZD11,2013-02-19,
,ZD11,2013-02-27,
,ZD11,2013-02-19,
,ZD11,2013-01-11,
,FV33,2013-01-18,
,FV33,2013-02-16,
,FV33,2013-02-03,
,3K31,2013-02-11,
,3K31,2013-01-21,
,3K31,2013-02-02,
,3K31,2013-02-15,
,3K31,2013-01-28,
,3K31,2013-02-17,
,1C11,2013-02-13,
,1C11,2013-02-18,
,1C11,2013-01-13,
,1C11,2013-01-31,
,1C11,2013-02-03,
,1U51,2013-02-14,0
,1U51,2013-02-11,0
,5J51,2013-02-04,
,5J51,2013-02-24,
,5J51,2013-01-29,
,5J51,2013-01-23,
,5J51,2013-02-02,
,5J51,2013-02-17,
,5J51,2013-02-17,
,5J51,2013-02-16,
,5J51,2013-01-06,
,5J51,2013-01-15,
,5J51,2013-02-27,
,5J51,2013-01-19,
,5J51,2013-01-23,
,5J51,2013-01-13,
,5L31,2013-01-18,0
,5L31,2013-02-19,0
,5L31,2013-01-19,0
,5L31,2013-02-11,0
,5L31,2013-02-11,0
,KS43,2013-01-09,
,KS41,2013-01-27,
,KS41,2013-01-03,
,KS41,2013-01-06,
,KS41,2013-01-17,
,KS41,2013-02-05,
,KS41,2013-01-06,
,FV33,2013-02-16,
,FV33,2013-01-18,
,FV33,2013-02-22,
,FV33,2013-02-20,
,FV33,2013-02-23,
,FV33,2013-02-09,
,FV33,2013-02-08,
,FV33,2013-01-07,
,FW11,2013-02-01,
,FW11,2013-01-06,
,FW11,2013-01-14,
,FW11,2013-02-23,
,FW11,2013-02-27,
,FW11,2013-01-31,
,FW11,2013-01-20,
,FW11,2013-02-14,
0,JC31,2013-01-27,0
,8J13,2013-01-09,
,KS42,2013-02-10,
,KS42,2013-02-10,
,KS42,2013-01-15,
,XA53,2013-02-07,
,XA53,2013-01-06,
,XA53,2013-02-08,
,XA53,2013-01-16,
,3D33,2013-01-08,
,XA53,2013-01-19,
,XA53,2013-02-06,
,XA53,2013-02-21,
,WY33,2013-01-09,
,3D33,2013-02-07,
,3D33,2013-02-19,
,3D33,2013-02-26,
,3D33,2013-02-26,
,3D33,2013-01-07,
,3D33,2013-02-27,
,3D33,2013-02-01,
,3D33,2013-01-01,
,WY33,2013-02-01,
,WY33,2013-01-22,
,WY33,2013-01-12,
,WY33,2013-01-08,
,WY33,2013-01-08,
,WY33,2013-01-14,
,WY33,2013-01-25,
,XA53,2013-02-12,
,XA53,2013-01-22,
,XA53,2013-02-28,
,XA53,2013-01-11,
,XA53,2013-02-17,
,XA53,2013-02-24,
,XA53,2013-02-14,
,MX11,2013-01-31,
,MX11,2013-02-01,
,MX11,2013-01-16,
,MX11,2013-01-30,
,MX11,2013-01-08,
,MX11,2013-01-04,
,YC41,2013-02-21,
,5.00E+59,2013-01-14,100
,5.00E+59,2013-01-28,0
,5.00E+59,2013-01-07,0
,5.00E+59,2013-01-01,0
,5.00E+59,2013-02-16,0
,8J11,2013-01-17,0
,8J11,2013-01-28,0
,3K51,2013-03-01,
,3K51,2013-02-25,
,3K51,2013-01-05,
,3K51,2013-02-07,
,3K51,2013-01-09,
,3K51,2013-02-23,
,3D33,2013-01-29,
,KS43,2013-01-27,
,KS43,2013-01-15,
,KS43,2013-01-08,
,KS43,2013-02-04,
,KS43,2013-02-20,
,KS43,2013-02-25,
,KS43,2013-02-20,
,3D11,2013-02-26,
,3D11,2013-01-14,
,FH61,2013-02-26,
,FH61,2013-02-03,
,FH61,2013-02-02,
,FH61,2013-02-16,
,FH61,2013-03-01,
,FH61,2013-01-12,
,FH61,2013-01-02,
,FH61,2013-01-05,
,FH61,2013-01-19,
,FH61,2013-02-07,
,FH61,2013-01-07,
,FH61,2013-02-16,
,FH61,2013-01-04,
,3K51,2013-01-28,
,3K51,2013-02-03,
,ZD11,2013-01-21,
,ZD11,2013-01-14,
,ZD11,2013-01-14,
,ZD51,2013-01-15,
,ZD51,2013-02-23,
,ZD51,2013-01-22,
,ZD51,2013-02-15,
,ZD51,2013-01-11,
,ZD51,2013-01-22,
,ZD51,2013-02-05,
,ZD51,2013-02-09,
,XA53,2013-02-02,
,XA53,2013-02-15,
,XA53,2013-01-21,
,XA53,2013-03-01,
,XA53,2013-01-31,
,XA53,2013-02-23,
,KS43,2013-01-08,
,KS43,2013-01-29,
,KS43,2013-01-07,
,KS43,2013-02-24,
,WY33,2013-01-13,
,WY33,2013-01-13,
,WY33,2013-01-04,
,WY33,2013-01-31,
,WY33,2013-02-21,
,1C11,2013-02-18,
,1C11,2013-01-16,
,1C11,2013-02-17,
,KS43,2013-01-21,
,KS43,2013-01-13,
,KS43,2013-01-22,
,KS43,2013-01-24,
,KS43,2013-01-09,
,3Y31,2013-01-05,
,5C31,2013-01-15,
,5C31,2013-02-08,
,5C31,2013-02-17,
,5C31,2013-01-24,
,5C31,2013-02-26,
,5C31,2013-02-06,
,5C31,2013-01-31,
,ZD11,2013-01-05,
,ZD11,2013-01-20,
,3L31,2013-01-15,
,3L31,2013-02-26,
,3L31,2013-01-24,
,3L31,2013-02-07,
,3L31,2013-02-25,
,3L31,2013-02-17,
,3L31,2013-02-01,
,3K31,2013-02-07,
,5J91,2013-02-27,
,5J91,2013-02-13,
,5J91,2013-02-27,
,5J91,2013-01-18,
,5J91,2013-01-27,
,3Y31,2013-02-09,
,3D33,2013-02-11,
,1U51,2013-01-07,0
,1U51,2013-02-20,0
,1U51,2013-01-07,0
,1U51,2013-02-02,0
,1U51,2013-01-07,0
,1U51,2013-01-01,0
,5J51,2013-01-15,
,8L51,2013-01-07,NaN
,8L51,2013-03-01,99.6092269
,8L51,2013-02-27,99.6092269
,8L51,2013-01-29,99.68258124
,8L51,2013-01-17,99.68258124
,5J51,2013-02-22,
,5J51,2013-02-16,
,5J51,2013-01-08,
,KS43,2013-02-07,
,KS43,2013-01-29,
,KM47,2013-01-06,
,KM47,2013-01-12,
,KM47,2013-02-22,
,KM47,2013-02-26,
,KM47,2013-01-05,
,KS43,2013-01-24,
,KS43,2013-02-17,
,KS43,2013-01-14,
,KS43,2013-01-26,
,KS43,2013-02-14,
,KS43,2013-01-02,
,KS43,2013-02-07,
,KS43,2013-02-17,
,KS41,2013-02-21,
,KS41,2013-01-07,
,FV31,2013-01-27,
,FV31,2013-03-01,
,FV31,2013-02-07,
,FV31,2013-02-02,
,FV31,2013-02-10,
,FV31,2013-01-15,
,FV33,2013-01-09,
,FV33,2013-01-07,
,FV33,2013-01-26,
,FV33,2013-01-30,
,FV33,2013-01-26,
,FV33,2013-02-19,
,FV33,2013-01-15,
,FW11,2013-02-12,
,FW11,2013-01-27,
,FW11,2013-01-06,
,FW11,2013-02-17,
,XA53,2013-02-23,
,XA53,2013-01-30,
,XA53,2013-01-11,
,XA53,2013-01-03,
,KS42,2013-02-08,
,KS42,2013-01-28,
,KS42,2013-01-21,
,KS42,2013-01-31,
,KS42,2013-02-11,
,KS42,2013-01-05,
,KS42,2013-01-11,
,KS42,2013-02-11,
,XA53,2013-02-20,
,XA53,2013-02-21,
,XA53,2013-02-19,
,XA53,2013-03-01,
,XA53,2013-01-27,
,XA53,2013-01-28,
,XA53,2013-02-08,
,XA53,2013-02-24,
,3D33,2013-01-08,
,3D33,2013-01-07,
,3D33,2013-02-11,
,3D33,2013-02-10,
,3D33,2013-02-10,
,3D33,2013-02-26,
,3D33,2013-01-10,
,WY33,2013-01-08,
,WY33,2013-01-26,
,WY33,2013-01-11,
,WY33,2013-02-09,
,WY33,2013-01-20,
,WY33,2013-02-26,
,WY33,2013-01-25,
,WY33,2013-01-30,
,XA53,2013-01-28,
,XA53,2013-01-01,
,XA53,2013-01-03,
,XA53,2013-02-13,
,XA53,2013-02-01,
,3D53,2013-02-17,
,3D53,2013-01-01,
,3D53,2013-01-30,
,YC41,2013-02-16,
,YC41,2013-01-07,
,YC41,2013-02-26,
,YC41,2013-01-22,
,YC41,2013-02-02,
,YC41,2013-02-28,
,YC41,2013-01-05,
,5.00E+59,2013-02-23,0
,5.00E+59,2013-02-26,0
,YG41,2013-01-18,
,YG41,2013-02-12,
,YG41,2013-01-23,
,YG41,2013-01-02,
,YG41,2013-02-25,
,3K51,2013-01-03,
,3K51,2013-01-27,
,KS43,2013-02-01,
,KS43,2013-01-24,
,KS43,2013-01-12,
,KS43,2013-02-10,
,KS43,2013-01-28,
,KS43,2013-01-10,
,KS43,2013-02-08,
,5J31,2013-02-10,
,5J31,2013-02-10,
,5J31,2013-01-24,
,5J31,2013-02-06,
,5J31,2013-01-31,
,YG47,2013-01-21,
,YG47,2013-02-12,
,YG47,2013-01-25,
,YG47,2013-01-31,
,YG47,2013-02-27,
,YG47,2013-02-17,
,YG47,2013-01-10,
,ZD51,2013-01-23,
,ZD51,2013-01-11,
,ZD51,2013-02-12,
,ZD51,2013-02-18,
,ZD51,2013-01-20,
,ZD51,2013-01-10,
,ZD51,2013-01-29,
,ZD51,2013-02-01,
,ZD51,2013-01-18,
,ZD51,2013-01-21,
,ZD51,2013-01-05,
,ZD51,2013-01-06,
,3D33,2013-02-15,
,3D33,2013-01-25,
,3D33,2013-01-26,
,3D33,2013-02-24,
,3D33,2013-02-04,
,3D33,2013-02-08,
,3D33,2013-01-01,
,3D33,2013-02-04,
,3D33,2013-02-04,
,WY33,2013-01-08,
,WY33,2013-01-25,
,WY33,2013-01-08,
,WY33,2013-02-01,
,WY33,2013-02-15,
,WY33,2013-01-25,
,WY33,2013-02-11,
,WY33,2013-01-22,
,WY33,2013-02-17,
,WY33,2013-02-08,
,WY33,2013-01-18,
,KS43,2013-02-13,
,KS43,2013-01-31,
,KS43,2013-02-11,
,KS43,2013-02-05,
,KS43,2013-02-28,
,KS43,2013-01-09,
,KS43,2013-01-25,
,KS43,2013-01-12,
,5C31,2013-01-01,
,5C31,2013-02-14,
,5C31,2013-02-28,
,5C31,2013-01-27,
,5C31,2013-01-16,
,5C31,2013-02-02,
,5C31,2013-02-10,
,3L31,2013-02-14,
,3L31,2013-01-05,
,3L31,2013-01-23,
,3L31,2013-01-20,
,3Z51,2013-01-28,
,3Z51,2013-02-05,
,3Z51,2013-02-18,
,3D33,2013-01-22,
,3D33,2013-02-13,
,3D33,2013-02-23,
,3D33,2013-02-10,
,8J13,2013-01-23,
,8J13,2013-01-23,
,8J13,2013-01-10,
,WY33,2013-01-05,
,1U51,2013-02-04,0
,1U51,2013-01-12,0
,1U51,2013-01-16,0
,8H71,2013-02-26,99.93896
,8H71,2013-02-13,99.93897
,8H71,2013-02-21,99.93897
,8L51,2013-01-05,NaN
,8L51,2013-01-30,99.60927462
,8L51,2013-01-09,99.60927462
,KS61,2013-01-27,
,KS61,2013-02-25,
,XT11,2013-01-29,99.97559
,XT11,2013-01-09,99.97559
,KM47,2013-02-22,
,KM47,2013-02-18,
,KM47,2013-01-25,
,KM47,2013-02-06,
,KM47,2013-02-24,
,KM47,2013-01-21,
,KM47,2013-01-27,
,KM47,2013-02-13,
,KM47,2013-01-31,
,KM47,2013-02-13,
,KM47,2013-01-22,
,KM47,2013-02-03,
,KM47,2013-01-25,
,KM47,2013-02-26,
,KM47,2013-02-07,
,KS43,2013-02-20,
,KS43,2013-01-09,
,KS43,2013-03-01,
,KS43,2013-01-06,
,KS43,2013-02-04,
,KS41,2013-02-14,
,KS41,2013-01-15,
,KS41,2013-01-27,
,FV31,2013-01-21,
,FV31,2013-01-10,
,FV31,2013-01-27,
,FV31,2013-02-25,
,FV31,2013-01-18,
,FV31,2013-02-14,
,FV31,2013-01-28,
,FV31,2013-02-01,
,FV33,2013-02-25,
,FV33,2013-01-06,
,FV33,2013-01-23,
,FV33,2013-01-09,
,FV33,2013-01-31,
,FV33,2013-02-08,
,3K31,2013-02-18,
,3K31,2013-01-13,
,3K31,2013-01-05,
,XA53,2013-01-26,
,ZD71,2013-02-15,
,ZD71,2013-02-02,
,ZD71,2013-02-07,
,ZD71,2013-01-23,
,ZD71,2013-02-25,
,ZD71,2013-01-27,
,ZD71,2013-01-21,
,ZD71,2013-02-06,
,ZD71,2013-02-15,
,ZD71,2013-02-03,
,ZD71,2013-01-20,
,KS42,2013-02-08,
,KS42,2013-02-08,
,KS42,2013-02-09,
,KS42,2013-02-01,
,KS42,2013-02-25,
,KS42,2013-02-16,
,KS42,2013-01-08,
,KS42,2013-01-27,
,XA53,2013-01-15,
,XA53,2013-01-28,
,XA53,2013-01-14,
,XA53,2013-02-03,
,XA53,2013-01-15,
,XA53,2013-01-09,
,3D33,2013-02-15,
,3D33,2013-01-23,
,3D33,2013-01-19,
,3D31,2013-01-23,
,3D31,2013-02-18,
,3D31,2013-02-01,
,3D31,2013-01-29,
,3D31,2013-02-06,
,3D31,2013-02-11,
,3D31,2013-01-09,
,WY33,2013-01-11,
,WY33,2013-02-01,
,WY33,2013-02-01,
,WY33,2013-02-16,
,WY33,2013-02-03,
,WY33,2013-01-30,
,WY33,2013-02-13,
,WY33,2013-01-03,
,3D53,2013-02-03,
,3D53,2013-01-27,
,3D53,2013-01-26,
,3D53,2013-01-10,
,3D53,2013-02-25,
,3D53,2013-02-28,
,3D53,2013-01-27,
,FV33,2013-01-27,
,YC41,2013-01-08,
,YC41,2013-02-04,
,8H71,2013-02-22,0
,8H71,2013-02-22,0
,KS61,2013-02-20,
,KS61,2013-01-13,
,YG41,2013-02-06,
,YG41,2013-01-28,
,YG41,2013-02-14,
,YG41,2013-02-01,
,YG41,2013-02-12,
,YG41,2013-02-13,
,YG41,2013-02-18,
,KS43,2013-01-13,
,KS43,2013-02-16,
,KS43,2013-02-26,
,KS43,2013-02-02,
,KS43,2013-01-31,
,KS43,2013-02-19,
,KS43,2013-02-12,
,5J31,2013-01-23,
,5J31,2013-01-22,
,5J31,2013-02-23,
,3D53,2013-02-13,
,3D53,2013-01-10,
,3D53,2013-02-15,
,3D53,2013-02-08,
,3D53,2013-01-04,
,YG47,2013-02-04,
,YG47,2013-02-27,
,YG47,2013-01-06,
,YG47,2013-02-22,
,YG47,2013-01-01,
,YG47,2013-02-17,
,YG47,2013-01-23,
,ZD51,2013-03-01,
,ZD51,2013-01-06,
,ZD51,2013-02-27,
,ZD51,2013-02-02,
,ZD51,2013-02-19,
,ZD51,2013-02-14,
,ZD51,2013-01-05,
,ZD51,2013-02-21,
,ZD51,2013-02-13,
,ZD51,2013-01-26,
,ZD51,2013-01-14,
,ZD51,2013-01-18,
,3D33,2013-01-24,
,3D33,2013-02-06,
,3D33,2013-01-22,
,3D33,2013-02-22,
,3K91,2013-02-16,
,KS43,2013-02-12,
,KS43,2013-01-24,
,KS43,2013-02-28,
,WY33,2013-01-27,
,WY33,2013-01-10,
,WY33,2013-01-12,
,WY33,2013-02-18,
,WY33,2013-01-24,
,WY33,2013-02-18,
,WY33,2013-02-01,
,WY33,2013-02-11,
,WY33,2013-02-27,
,WY33,2013-02-01,
,WY33,2013-02-25,
,3Y71,2013-02-10,
,3Y71,2013-01-17,
,3Y71,2013-01-06,
,3Y71,2013-02-14,
,3Y71,2013-02-15,
,3Y71,2013-02-15,
,3Y71,2013-01-04,
,3Y71,2013-01-22,
,3Y71,2013-02-25,
,5C31,2013-02-05,
,5C31,2013-01-12,
,5C31,2013-01-25,
,5C31,2013-02-05,
,5C31,2013-01-24,
,5C31,2013-02-10,
,5C31,2013-02-07,
,5C31,2013-02-05,
,3Z51,2013-01-08,
,KS61,2013-02-27,
,KS61,2013-01-04,
,KS61,2013-02-07,
,KS61,2013-01-09,
,WY31,2013-01-13,
,WY31,2013-01-19,
,WY31,2013-02-08,
,WY31,2013-02-17,
,WY31,2013-01-26,
,WY33,2013-02-23,
,WY33,2013-01-10,
,WY33,2013-02-14,
,WY31,2013-01-13,
,WY31,2013-01-17,
,WY31,2013-01-06,
,WY31,2013-01-02,
,WY31,2013-01-02,
,WY31,2013-02-17,
,WY31,2013-02-01,
,WY31,2013-02-23,
,8H71,2013-01-05,99.93897
,8H71,2013-01-12,99.95118
,8H71,2013-01-04,99.93896
,8H71,2013-02-24,
,8H71,2013-01-29,99.92676
,8H71,2013-01-28,99.92676
,XT11,2013-01-31,99.9878
,XT11,2013-02-04,99.97559
,XT11,2013-02-13,99.9878
,XT11,2013-02-22,99.97559
,XT11,2013-01-22,99.98779
,KM47,2013-02-13,
,KM47,2013-01-04,
,KM47,2013-02-11,
,KM47,2013-02-18,
,KM47,2013-01-02,
,KM47,2013-01-16,
,KM47,2013-01-21,
,KM47,2013-01-04,
,KM47,2013-01-08,
,KM47,2013-02-14,
,KM47,2013-01-15,
,KM47,2013-01-25,
,KM47,2013-02-01,
,KM47,2013-02-26,
,KM47,2013-01-19,
,KS41,2013-01-16,
,KS41,2013-02-17,
,KS41,2013-01-07,
,KS41,2013-02-14,
,KS41,2013-01-12,
,3D33,2013-02-10,
,3D33,2013-01-24,
,3D33,2013-02-17,
,3D11,2013-02-11,
,3D11,2013-01-19,
,3D11,2013-02-28,
,3D11,2013-02-13,
,3D11,2013-02-08,
,3D11,2013-02-14,
,3D11,2013-01-15,
,3D11,2013-01-29,
,3D11,2013-02-18,
,3K31,2013-01-29,
,3K31,2013-01-09,
,XD31,2013-01-13,
,XD31,2013-02-03,
,XD31,2013-02-28,
,3K11,2013-01-24,
,3K11,2013-01-04,
,3K11,2013-02-07,
,3K11,2013-01-19,
,ZD71,2013-01-01,
,ZD71,2013-02-21,
,3D33,2013-01-05,
,3D33,2013-01-08,
,3D33,2013-02-17,
,3D33,2013-01-26,
,3D33,2013-02-16,
,3D33,2013-01-24,
,3D33,2013-01-07,
,KS42,2013-01-01,
,KS42,2013-02-01,
,KS42,2013-01-16,
,KS42,2013-01-22,
,KS42,2013-01-24,
,KS42,2013-01-20,
,KS42,2013-03-01,
,ZD71,2013-02-11,
,XA53,2013-02-20,
,XA53,2013-02-21,
,HT71,2013-01-02,51.31241525
,HT71,2013-01-28,45.37907625
,HT71,2013-01-09,43.87056881
,HT71,2013-01-08,43.87056881
,3D31,2013-02-22,
,3D31,2013-01-19,
,3D31,2013-01-30,
,3D31,2013-01-02,
,3D31,2013-02-19,
,3K31,2013-01-02,
,3K31,2013-01-06,
,3K31,2013-02-01,
,3K31,2013-03-01,
,WY33,2013-01-16,
,WY33,2013-01-14,
,WY33,2013-01-16,
,WY33,2013-02-24,
,WY33,2013-01-17,
,WY33,2013-01-29,
,WY33,2013-02-12,
,WY33,2013-01-20,
,FV33,2013-01-07,
,FV33,2013-02-25,
,FV33,2013-02-27,
,FV33,2013-01-11,
,FV33,2013-02-14,
,FV33,2013-02-14,
,FV33,2013-01-19,
,FV33,2013-01-06,
,KS61,2013-02-15,
,KS61,2013-02-04,
,KS61,2013-02-24,
,KS61,2013-01-07,
,KS61,2013-01-21,
,KS61,2013-01-01,
,KS61,2013-02-21,
,KS61,2013-02-10,
,WY31,2013-02-22,
,YG41,2013-01-20,
,YG41,2013-01-22,
,YG41,2013-02-21,
,YG41,2013-01-29,
,YG41,2013-01-16,
,YG41,2013-01-24,
,YG41,2013-02-16,
,YG41,2013-01-24,
,KS43,2013-02-09,
,KS43,2013-01-28,
,KS43,2013-01-29,
,KS43,2013-01-31,
,KS43,2013-02-12,
,KS43,2013-01-24,
,3D53,2013-02-07,
,3D53,2013-02-09,
,3D53,2013-01-27,
,3D53,2013-01-04,
,3D53,2013-02-19,
,3D53,2013-02-28,
,3D53,2013-01-31,
,3D53,2013-01-09,
,3D53,2013-02-26,
,YG47,2013-01-29,
,YG47,2013-02-26,
,YG47,2013-01-24,
,YG47,2013-02-26,
,YG47,2013-01-26,
,YG47,2013-01-04,
,YG47,2013-02-09,
,YG47,2013-02-03,
,2B31,2013-01-04,53.67431
,2B31,2013-01-30,52.84424
,2B31,2013-01-20,57.28759
,2B31,2013-01-13,53.67431
,2B31,2013-02-20,
,WZ31,2013-02-27,NaN
,WZ31,2013-01-25,0
,KS43,2013-02-22,
,KS43,2013-02-22,
,KS43,2013-02-01,
,KS43,2013-02-21,
,KS43,2013-02-05,
,KS43,2013-01-25,
,KS43,2013-01-18,
,KS43,2013-01-03,
,WY33,2013-02-25,
,WY33,2013-01-06,
,WY33,2013-01-12,
,WY33,2013-01-06,
,WY33,2013-02-17,
,1C11,2013-01-08,
,1C11,2013-02-12,
,1C11,2013-02-21,
,1C11,2013-01-11,
,1C11,2013-02-27,
,3Y71,2013-02-24,
,3Y71,2013-02-17,
,3Y71,2013-02-23,
,3Y71,2013-02-18,
,3Y71,2013-02-03,
,KS41,2013-01-30,
,KS41,2013-02-05,
,KS41,2013-01-26,
,KS41,2013-01-23,
,5C31,2013-02-21,
,5C31,2013-02-01,
,5C31,2013-02-22,
,5C31,2013-02-26,
,5C31,2013-02-18,
,5C31,2013-02-07,
,5C31,2013-01-08,
,5C31,2013-02-22,
,WY31,2013-02-27,
,WY31,2013-02-05,
,3D31,2013-01-28,
,3D31,2013-02-14,
,3D31,2013-01-22,
,3D31,2013-01-18,
,3D31,2013-02-07,
,3D31,2013-01-17,
,3D31,2013-02-03,
,3D31,2013-01-07,
,WY31,2013-01-11,
,WY31,2013-01-30,
,XD31,2013-02-07,
,XD31,2013-02-27,
,XD31,2013-02-12,
,XD31,2013-01-20,
,XD31,2013-01-23,
,XD31,2013-02-11,
,XA53,2013-01-04,
,XA53,2013-02-23,
,8H71,2013-02-11,99.93896
,3D33,2013-02-01,
,3D33,2013-02-06,
,3D33,2013-02-15,
,3D33,2013-02-20,
,3D33,2013-01-02,
,3D33,2013-01-13,
,3D33,2013-01-16,
,3D33,2013-02-17,
,5D31,2013-02-14,
,5D31,2013-01-12,
,KS43,2013-01-19,
,KS43,2013-02-07,
,KS43,2013-01-30,
,KS43,2013-02-19,
,KS43,2013-01-02,
,KS43,2013-02-07,
,KM47,2013-01-22,
,KM47,2013-01-01,
,FH61,2013-02-07,
,FH61,2013-01-23,
,FH61,2013-01-28,
,FH61,2013-01-09,
,FH61,2013-01-17,
,FH61,2013-01-08,
,XA53,2013-02-24,
,XA53,2013-02-10,
,XA53,2013-02-18,
,3D33,2013-02-19,
,3D33,2013-01-15,
,3D33,2013-01-10,
,3D33,2013-02-06,
,5N41,2013-02-19,
,5N41,2013-01-16,
,5N41,2013-02-25,
,5N41,2013-01-26,
,3D11,2013-01-02,
,3D11,2013-02-06,
,3D11,2013-02-28,
,3D11,2013-01-14,
,3D11,2013-02-25,
,3D11,2013-02-26,
,KT29,2013-01-16,
