mixed,cat,date,num
,5S11,2013-01-03,
,5S11,2013-02-16,
,5S11,2013-01-06,
,3L31,2013-01-24,
,3L31,2013-02-01,
,8H72,2013-01-29,14.11133
,8H72,2013-02-28,14.56299
,8H72,2013-02-10,0
,8H72,2013-01-07,14.56299
,HU32,2013-01-02,0
,3A53,2013-01-12,81.33698
,3A53,2013-01-21,80.68542
,3A53,2013-02-13,84.87091
,3A53,2013-02-16,85.10437
,5T31,2013-01-04,
,5T31,2013-01-30,
,5T31,2013-01-17,
,5T31,2013-01-30,
,3M21,2013-02-28,
,3M21,2013-02-08,
,3M21,2013-02-06,
,3M21,2013-02-01,
,3M21,2013-01-24,
,YT91,2013-02-18,0
,2.00E+31,2013-02-26,0
,CU31,2013-01-10,
,CU31,2013-01-06,
,CU31,2013-02-01,
,CU31,2013-02-27,
,CU31,2013-02-20,
,CU31,2013-01-28,
,CU31,2013-02-09,
,SZ61,2013-01-31,
,SZ61,2013-01-24,
,SZ61,2013-02-07,
,SZ61,2013-02-26,
,8J91,2013-02-06,0
,5A31,2013-01-17,
,5A31,2013-01-29,
,XG53,2013-02-05,
,XG53,2013-02-02,
,XG53,2013-01-15,
,XG53,2013-02-07,
,XG53,2013-01-08,
,XG53,2013-01-30,
,5L11,2013-01-14,99.98779
,5L11,2013-01-09,99.98779
,5L11,2013-01-04,99.9878
,5L11,2013-01-30,99.9878
,5L11,2013-01-04,99.98779
,8H92,2013-01-27,30.78144375
,8H92,2013-01-14,38.71322689
,HT91,2013-02-02,31.45752
,HT91,2013-01-30,31.17676
,HT91,2013-02-08,31.83594
,HT91,2013-02-01,31.43311
,LN32,2013-02-02,67.55986
25,JA53,2013-01-11,0
,1V92,2013-02-12,99.73144
,1V92,2013-02-15,99.73145
,3A53,2013-02-11,
,3A53,2013-02-09,
,XN91,2013-01-25,50.40898494
,XN91,2013-01-22,50.88511798
,XN91,2013-02-19,50.89732456
,XN91,2013-02-26,52.04492469
,XN91,2013-02-21,52.04492469
,XN91,2013-01-19,50.75082668
,1S72,2013-02-15,15.31982
,1S72,2013-02-11,0
,1S72,2013-01-10,21.50879
13,JC31,2013-02-08,0
,8J92,2013-02-19,27.32601028
,8J92,2013-02-17,27.31934
,8J92,2013-01-31,27.07850358
,3.00E+51,2013-02-16,
,3.00E+51,2013-02-04,
,5K11,2013-01-16,
,5.00E+51,2013-02-14,0
83234,JM71,2013-02-16,99.98778
94493,JM71,2013-01-14,99.98779
94493,JM71,2013-01-04,99.98779
,2J92,2013-02-19,78.54004
,2J92,2013-01-04,78.54004
,1S92,2013-01-05,0
,1S92,2013-01-07,0
,1S92,2013-01-29,0
,3B15,2013-01-29,84.09271
,3B15,2013-02-12,90.45563
,3B15,2013-02-11,84.43604
,3B15,2013-01-07,82.98187
,3B15,2013-02-01,82.97882
,3B15,2013-01-12,80.23682
,HT72,2013-01-16,72.97363
,HT72,2013-02-02,59.17969
4,JD31,2013-02-19,0
0,JD31,2013-01-03,0
4,JD31,2013-02-21,0
,2A34,2013-02-06,100.0016
,2A34,2013-01-09,100.0016
,2A34,2013-01-12,100.0016
,2A34,2013-02-12,100.0016
,2A34,2013-01-17,100.0016
,5S31,2013-02-17,
,5S31,2013-02-16,
,5S31,2013-02-04,
,KS42,2013-02-27,
,KS42,2013-01-31,
,KS43,2013-02-02,
,KS43,2013-01-31,
,KS43,2013-02-22,
,3.00E+51,2013-02-23,
,XM52,2013-02-12,NaN
,XM52,2013-01-10,0
,XM52,2013-01-02,0
,5S31,2013-01-18,
,5S31,2013-02-26,
,5S31,2013-01-01,
,5S31,2013-01-29,
,5S31,2013-01-24,
,5S31,2013-02-21,
,5S31,2013-01-18,
,5S31,2013-01-14,
,1R52,2013-01-26,100.00159
,1R52,2013-01-25,100.0016
,WG31,2013-01-29,9.72138
,XS51,2013-01-03,100.00153
,XS51,2013-01-17,100.0016
,XS52,2013-02-07,82.82934
,XU13,2013-03-01,100
,5S11,2013-02-03,
,5S11,2013-01-22,
,5S11,2013-01-02,
,5S11,2013-02-13,
,5S11,2013-01-09,
,5S11,2013-01-31,
,5S11,2013-01-22,
,5L32,2013-01-30,100
,5L32,2013-02-26,100
,5L32,2013-02-25,100
,5L32,2013-02-09,100
,5T31,2013-02-16,
,5T31,2013-02-12,
,5T31,2013-02-13,
,3M21,2013-02-09,90.04822
,3M21,2013-02-21,90.065
,3M21,2013-01-30,90.06805
,3M21,2013-02-22,90.06805
,2.00E+31,2013-01-28,0
,3A57,2013-01-26,
,3A57,2013-01-05,
,3A57,2013-02-21,
,MW91,2013-01-23,
,MW91,2013-02-28,
,MW91,2013-01-15,
,XN32,2013-02-23,0.01221
,5T31,2013-01-14,
,5T31,2013-02-23,
,5T31,2013-01-23,
,HU32,2013-01-13,0
,HU32,2013-02-13,0
,5A31,2013-02-13,
,5A31,2013-02-10,
,5A31,2013-02-14,
,5A31,2013-01-26,
,5A31,2013-01-31,
,LS21,2013-02-08,
,LS21,2013-01-25,
,XG53,2013-02-10,
,5S31,2013-02-08,
,5A71,2013-02-19,
,5A71,2013-01-17,
,5A71,2013-01-02,
,5A71,2013-01-08,
,5A71,2013-03-01,
,5L11,2013-01-13,99.98779
,5L11,2013-02-09,99.98779
,5L11,2013-02-27,99.98779
,8C51,2013-02-02,99.9878
,8C51,2013-01-18,99.98779
,8C51,2013-01-16,99.98779
,8V31,2013-02-20,
,5K11,2013-01-31,
,5K11,2013-01-25,
,5K11,2013-01-31,
,5K11,2013-01-10,
,3U51,2013-02-14,
,3X31,2013-01-09,
,3A53,2013-01-14,
,3A53,2013-02-27,
,3A53,2013-01-19,
,3A53,2013-03-01,
,5S31,2013-01-09,
,5S31,2013-02-04,
,5S31,2013-01-24,
,XN91,2013-01-31,47.84519711
,XN91,2013-01-27,47.85740339
,XN91,2013-01-26,48.14407678
,XN91,2013-01-26,47.49114867
,XN91,2013-01-01,47.49114867
,XN91,2013-02-15,47.44231271
,2A32,2013-02-11,0
,2A32,2013-02-08,0
,2A32,2013-02-02,0
,KS41,2013-01-14,
,KS41,2013-02-08,
,KS41,2013-02-17,
13,JC31,2013-01-10,0
2,JC31,2013-02-27,0
19,JC31,2013-02-12,0
19,JC31,2013-01-02,0
2,JC31,2013-01-31,0
,5.00E+51,2013-01-23,0
,HS11,2013-01-26,83.3985
,HS11,2013-02-14,79.17486
,HS11,2013-01-18,79.39764
,3A53,2013-02-26,
,3A53,2013-01-24,
,HZ11,2013-02-01,0
,3M41,2013-01-30,
,3M41,2013-01-24,
,3M41,2013-02-22,
,3M41,2013-01-17,
,2Y31,2013-02-08,100.0016
,5S31,2013-01-01,
,2J92,2013-01-30,74.16992
,2J92,2013-02-06,69.48242
,2J92,2013-01-03,70.58105
,2J92,2013-01-17,70.58105
,2J92,2013-02-24,29.34928355
,2J92,2013-01-22,70.62988
,2J92,2013-02-13,75.30518
,1S92,2013-01-13,0
,1S92,2013-02-14,0
,1S92,2013-02-27,0
,1S92,2013-02-04,0
100,7.00E+01,2013-01-20,100
,3M21,2013-02-21,
,3M21,2013-02-11,
,YT92,2013-01-31,99.75586
,YT92,2013-01-14,99.75586
,YT92,2013-01-26,99.75586
4,JD31,2013-01-09,0
,8C52,2013-02-10,0
,8C52,2013-01-04,0
,8C52,2013-01-10,0
,8C52,2013-02-19,0
,8C52,2013-01-28,0
,5S31,2013-02-28,
,5S31,2013-01-11,
,1R91,2013-01-11,0
,2.00E+51,2013-01-08,99.93897
,2.00E+51,2013-02-13,99.92674212
,2.00E+51,2013-01-04,99.92676
,3.00E+51,2013-02-27,
,3.00E+51,2013-02-02,
,1V71,2013-01-23,39.95848893
,LN31,2013-01-11,26.17189
,LN31,2013-01-30,26.18673101
,5L31,2013-01-02,
,5S31,2013-01-05,
100,TS33,2013-01-27,100
,5S31,2013-02-14,
,5S31,2013-01-20,
,XM92,2013-01-11,67.91234
,1R52,2013-01-01,100.0016
,8H91,2013-02-13,99.98779
,8H91,2013-01-05,99.98779
,8H91,2013-01-17,99.9878
,XU13,2013-01-14,100
,XU13,2013-02-03,82.51501
,XU13,2013-02-09,82.81714
,XU13,2013-01-21,82.82324
,XM53,2013-02-03,0
,XM53,2013-02-24,0
,5S11,2013-02-05,
,5S11,2013-02-05,
0.013335273,7.00E+01,2013-02-06,0
0.013335273,7.00E+01,2013-01-04,0
0.013328002,7.00E+01,2013-01-29,0
0,KY31,2013-01-31,0
,8Y71,2013-02-10,0
,8Y71,2013-01-10,0
,8Y71,2013-02-09,0
,8Y71,2013-02-28,0
,3M21,2013-02-25,90.19623
,3M21,2013-01-15,90.19623
,3M21,2013-02-08,
,3M21,2013-02-22,90.64636
,3M21,2013-02-25,90.64484
,3M21,2013-02-21,90.64636
,3M21,2013-01-01,90.65552
,3M21,2013-01-13,88.97858
,3M21,2013-02-04,88.98315
,MW91,2013-02-16,
,MW91,2013-01-24,
,MW91,2013-01-21,
,MW91,2013-02-11,
,MW91,2013-03-01,
,MW91,2013-01-06,
,MW91,2013-01-04,
,MW91,2013-02-01,
,HU32,2013-02-08,0
,HU32,2013-01-07,0
,HU32,2013-02-10,0
,HU32,2013-01-21,0
,5A73,2013-01-26,
,7.00E+21,2013-01-05,100.00007
,LS21,2013-01-16,
,3X11,2013-02-16,
,3X11,2013-02-26,
,3X11,2013-02-09,
,3X11,2013-02-01,
,3X11,2013-02-21,
,3X11,2013-01-30,
,3B14,2013-01-31,
,3B14,2013-01-09,
,1V91,2013-01-29,53.77289596
,1V91,2013-02-22,44.90842664
,XN32,2013-01-22,0
,XN32,2013-02-15,0.07324
,XN32,2013-01-23,0
99.99696496,JC32,2013-02-26,100
,XM52,2013-02-13,0
,XM52,2013-02-28,0
,XM52,2013-01-10,0
,XM52,2013-01-14,0
,XM52,2013-02-19,1.844113395
,3X31,2013-02-02,
,3X31,2013-01-28,
,3X31,2013-01-25,
,3X31,2013-02-24,
,5A31,2013-01-05,
,4Z73,2013-01-03,100
,5S31,2013-01-04,
,5S31,2013-01-06,
,5S31,2013-01-06,
,5S31,2013-02-27,
,5S31,2013-02-26,
,5S31,2013-01-20,
,5S31,2013-01-06,
,XN91,2013-02-19,48.65096028
,XN91,2013-02-27,48.64468903
,XN91,2013-01-13,49.52997266
,XN91,2013-01-18,48.7852518
,XN91,2013-01-09,48.7852518
,XN91,2013-02-01,51.80075487
,5S11,2013-02-15,
,5S11,2013-02-06,
,5S11,2013-01-15,
,5S11,2013-02-22,
,5S11,2013-02-20,
,5S11,2013-02-02,
,5S11,2013-01-31,
12,JC31,2013-01-18,0
16,JC31,2013-02-28,0
36,JC31,2013-01-09,0
24,JC31,2013-01-14,0
,3A53,2013-02-26,
,3A53,2013-01-25,
,3A53,2013-01-18,
,3A53,2013-02-19,
,3A53,2013-02-21,
,3A53,2013-02-15,
,3A53,2013-01-02,
,8.00E+36,2013-02-01,100.0016
,4J33,2013-02-02,0
,HT92,2013-01-06,0
,HT92,2013-01-11,0
,HT92,2013-01-08,0
9,TX31,2013-01-11,0
,2J92,2013-01-27,74.09668
,2J92,2013-01-20,70.58105
,2J92,2013-02-27,78.33252
,1V71,2013-01-13,36.47906409
,1V71,2013-02-03,36.60561909
,1V71,2013-02-21,0
,5S11,2013-01-05,
,5S11,2013-01-04,
,5S11,2013-02-05,
,5S11,2013-02-11,
,5S11,2013-01-02,
,4Z13,2013-02-01,0
,1L72,2013-01-04,
,1L72,2013-01-09,
,HS11,2013-02-07,75.01410977
,3A51,2013-01-16,96.87805
,3A51,2013-02-03,98.02094
,5.00E+51,2013-01-06,0
,5.00E+51,2013-02-03,0
,2.00E+51,2013-02-03,99.92676
,2.00E+51,2013-01-18,99.9389451
,2.00E+51,2013-02-02,99.9389451
,2.00E+51,2013-01-18,99.93895255
,2.00E+51,2013-01-03,99.91452913
,2.00E+51,2013-02-25,99.91453957
,5L31,2013-02-27,0
,5L31,2013-02-06,0
,5L31,2013-02-01,0
,5L31,2013-01-21,0
,5L31,2013-02-17,0
,5L31,2013-01-23,0
,XM92,2013-01-08,67.91234
,5S31,2013-02-09,
,5S31,2013-02-01,
,5S31,2013-02-03,
,5S31,2013-01-30,
,5S31,2013-02-08,
,5S31,2013-01-17,
,5S31,2013-01-28,
0.019132348,JB51,2013-01-14,0
0.019132348,JB51,2013-02-06,0
0.019132348,JB51,2013-01-11,0
0.022516606,JB51,2013-02-18,0
,XM53,2013-02-22,0
,XM53,2013-01-04,0
,2F12,2013-01-27,100.00153
,2B91,2013-01-15,42.63916
,2B91,2013-01-19,42.63916
0.013328002,7.00E+01,2013-01-25,0
,5S11,2013-01-23,
,5S11,2013-02-15,
,5S11,2013-02-15,
,5S11,2013-02-22,
,5S11,2013-02-05,
,5A73,2013-02-18,
,8Y71,2013-01-15,0
,8Y71,2013-01-22,0
,YU11,2013-01-20,99.86572
,YU11,2013-01-24,99.87793
,YU11,2013-01-24,99.87792
,1T11,2013-01-27,0
,3M21,2013-01-13,87.92572
,3M21,2013-02-10,88.20038
,3M21,2013-01-17,88.37738
,3M21,2013-01-27,85.77576
,3M21,2013-01-11,90.37476
,3M21,2013-01-06,89.48669
,3M21,2013-01-25,90.21301
,3M21,2013-02-25,90.21149
,MW91,2013-02-19,
,MW91,2013-02-14,
736,7.00E+41,2013-01-16,97.59216169
718,7.00E+41,2013-01-31,97.59521168
73,7.00E+41,2013-02-25,2.40326
,7.00E+21,2013-01-11,100.00007
,7.00E+21,2013-02-11,100
,7.00E+21,2013-01-13,100
,3X11,2013-01-05,
,3X11,2013-02-18,
,3X11,2013-01-15,
,3X11,2013-02-24,
,3X11,2013-02-09,
,3M21,2013-02-22,
,3M21,2013-01-07,
,3B11,2013-02-10,19.24103754
,XN32,2013-01-25,0
,1W72,2013-02-22,66.07666
,1W72,2013-01-09,63.94043
,1W72,2013-02-06,63.91602
,1W72,2013-01-07,73.33984
,XM52,2013-01-12,0.032039
,XM52,2013-02-14,0
,5.00E+51,2013-01-20,48.25439
,5.00E+51,2013-01-01,50.80566
,5.00E+51,2013-01-22,50.32959
,4Z73,2013-01-19,100
,3M21,2013-02-23,
,3M21,2013-01-18,
,HS11,2013-01-21,17.40821686
,4K32,2013-02-20,0
,5S31,2013-01-15,
,5S31,2013-02-01,
,5S31,2013-01-26,
0,JA53,2013-02-06,0
0,JA53,2013-02-20,0
,3M21,2013-01-15,
,3M21,2013-02-24,
,XN91,2013-01-02,51.16591224
,XN91,2013-02-16,50.28690003
,XN91,2013-02-28,48.03467
,3V93,2013-01-10,
,3V93,2013-02-19,
,3V93,2013-02-16,
,8H91,2013-02-02,100
,8H91,2013-01-20,99.98779
,8H91,2013-02-10,100
,8H91,2013-01-27,100
,8H91,2013-01-04,100
,8H91,2013-02-08,100
36,JC31,2013-01-28,0
19,JC31,2013-01-24,0
24,JC31,2013-02-19,0
,4X32,2013-02-18,0
,4X32,2013-02-24,0
,1R52,2013-02-24,100
9,TX31,2013-01-25,0
193853,TZ01,2013-01-25,100.00007
282552,TZ01,2013-02-12,99.99855
,XT31,2013-01-06,98.36406025
86457,TR93,2013-02-05,100.00007
,2J73,2013-01-11,100
,2J73,2013-02-20,0
,2J73,2013-02-16,100
,2J73,2013-01-24,100
,3M21,2013-01-23,
,XG53,2013-02-25,
,XG53,2013-02-02,
,XG53,2013-02-24,
,XG53,2013-02-01,
,XG53,2013-01-06,
,XM91,2013-02-04,0
,XM91,2013-01-22,0
,5A73,2013-02-10,
,5A73,2013-01-17,
,5A73,2013-02-11,
,2A31,2013-01-10,100.0016
,KW21,2013-01-07,
,KW21,2013-02-04,
,KW21,2013-02-11,
,5.00E+51,2013-02-13,0
,5.00E+51,2013-01-25,0
,5.00E+51,2013-01-18,0
,5.00E+51,2013-01-19,0
,5.00E+51,2013-01-06,0
,5.00E+51,2013-01-08,0
,2.00E+51,2013-03-01,99.93895255
,2.00E+51,2013-01-15,99.91453957
,2.00E+51,2013-01-19,99.92676
,2.00E+51,2013-02-27,99.92676
,2.00E+51,2013-02-09,99.92676
,2.00E+51,2013-01-15,99.9389451
,5L31,2013-01-20,0
,5L31,2013-02-02,0
,5L31,2013-01-01,
,5L31,2013-02-13,0
,5L31,2013-01-01,0
,5S31,2013-01-01,
,5S31,2013-02-21,
,5S31,2013-02-26,
,5S31,2013-01-22,
,5S31,2013-01-03,
,5S31,2013-01-12,
,5S31,2013-02-13,
,3M21,2013-01-15,
,3M21,2013-01-18,
,3M21,2013-02-16,
,3M21,2013-02-12,
,3M21,2013-01-15,
,3M21,2013-01-07,
,3M21,2013-01-16,
,3M21,2013-01-18,
,2B91,2013-01-16,42.21191
,1S31,2013-02-08,0
,1S31,2013-01-14,16.66106834
,2A31,2013-02-07,100.00007
,1T11,2013-02-22,0
,1T11,2013-01-04,0
,1T11,2013-01-10,0
,2.00E+52,2013-01-28,0
,2.00E+52,2013-02-10,0
,3M21,2013-01-16,90.21301
,3M21,2013-01-24,89.02435
,3M21,2013-01-15,89.04572
,3M21,2013-01-13,88.42773
,3A57,2013-02-03,
,3A57,2013-01-28,
,3A57,2013-01-01,
,3A57,2013-01-02,
,3A57,2013-01-08,
36,7.00E+41,2013-02-09,2.96936
37,7.00E+41,2013-01-26,2.96173
,7.00E+21,2013-02-24,100
,7.00E+21,2013-02-14,100.00008
,7.00E+21,2013-02-22,100
,7.00E+21,2013-02-25,100
,3M21,2013-01-22,
,3M21,2013-01-08,
,3M21,2013-02-03,
,3M21,2013-01-12,
,3M21,2013-01-29,
,3M21,2013-01-24,
,3M21,2013-01-28,
,3M21,2013-02-28,
,1W72,2013-01-23,57.94678
,1W72,2013-02-28,57.94678
,1W72,2013-02-11,66.93115
,1W72,2013-01-23,58.42285
,1W72,2013-01-15,58.42285
,1W72,2013-02-24,58.37402
,1S51,2013-02-24,34.75342
,1S51,2013-01-01,34.75342
,1S51,2013-02-16,0
,2B31,2013-01-17,67.5293
,2B31,2013-02-09,63.06152
,2B31,2013-02-24,62.34131
,4K32,2013-02-06,0
,4K32,2013-02-16,0
,4K32,2013-02-19,0
,4K32,2013-02-03,0
,4K32,2013-01-06,0
,4K32,2013-01-27,0
,3M21,2013-01-13,
,3M21,2013-01-27,
,3M21,2013-01-24,
,XS52,2013-01-03,45.6116
,XS52,2013-02-27,45.83133
,8T31,2013-01-29,0
,3V93,2013-01-17,
,3V93,2013-02-11,
,3V93,2013-01-20,
,3V93,2013-02-06,
,3V93,2013-02-10,
,3V93,2013-01-22,
,3V93,2013-02-19,
,3V93,2013-02-07,
,8H91,2013-01-08,99.98779
,8C51,2013-01-15,0
,8C51,2013-02-18,0
,YS51,2013-02-08,0
,YS51,2013-01-03,0
,LS21,2013-02-08,
,1R52,2013-01-05,100.0016
,1R52,2013-02-13,100.00159
,JL51,2013-02-14,100
,HZ11,2013-01-07,0
,4.00E+91,2013-01-15,0
,4.00E+91,2013-02-17,0
,4.00E+91,2013-01-20,0
,4.00E+91,2013-02-02,0
,4.00E+91,2013-01-05,0
,3M21,2013-01-22,
,3M21,2013-01-01,
,5S31,2013-02-03,
,5S31,2013-01-14,
,5S31,2013-02-06,
,5S31,2013-03-01,
,5S31,2013-01-27,
,XM91,2013-01-07,0
,XM91,2013-02-18,0
,XM91,2013-01-21,0
,XM91,2013-01-21,0
,XM91,2013-02-28,0
,3B37,2013-01-20,
,3A57,2013-01-12,
,2C11,2013-01-25,41.33301
,2C11,2013-02-24,39.19678
,2C11,2013-01-01,36.43799
,2C11,2013-02-21,39.55078
,5.00E+51,2013-02-03,0
,5.00E+51,2013-02-03,0
,5.00E+51,2013-01-29,0
,5.00E+51,2013-02-28,0
,2D31,2013-02-04,0
,2D31,2013-01-10,0
,2.00E+51,2013-01-03,99.93895255
,2.00E+51,2013-01-16,99.93895255
,2.00E+51,2013-01-10,99.92676
,2.00E+51,2013-02-12,99.92676
,2.00E+51,2013-01-13,99.86572
,2.00E+51,2013-02-28,99.92676
,5L31,2013-02-10,
,5L31,2013-02-03,0
,5L31,2013-02-03,0
,XS52,2013-02-05,0
,XS52,2013-02-27,0
,5S31,2013-01-30,
,5S31,2013-01-28,
,5S31,2013-03-01,
,5S31,2013-02-16,
,5S31,2013-02-04,
,XM92,2013-02-05,0
,3M21,2013-01-01,
,3M21,2013-02-20,
,1R51,2013-02-23,0
,1R51,2013-01-24,NaN
,1R51,2013-02-15,0
,KS41,2013-01-24,
,KS41,2013-01-06,
,1V72,2013-01-13,67.94434
,2A31,2013-01-30,100.00007
,XM91,2013-02-03,0
,XM91,2013-02-15,0
,XM91,2013-02-12,0
,XM51,2013-02-22,99.99847005
,5A73,2013-02-28,
,5A73,2013-01-26,
,WG53,2013-02-22,85.13076392
,XM51,2013-01-02,100
,XM51,2013-02-26,100.00159
,4W93,2013-01-07,0
,2.00E+52,2013-01-07,0
,2.00E+52,2013-02-27,0
,8D11,2013-02-10,0
,8D11,2013-03-01,0
,8D11,2013-02-08,0
,8D11,2013-02-01,0
,3A57,2013-02-07,
,3A57,2013-01-05,
,3A57,2013-02-20,
,2G92,2013-01-03,14.72347774
,2G92,2013-02-19,30.37109
,2G92,2013-01-09,32.36479174
19,7.00E+41,2013-01-04,2.74048
713,7.00E+41,2013-02-12,97.59826192
0.200122524,7.00E+41,2013-01-19,2.566528203
0.200245198,7.00E+41,2013-01-22,2.568057946
846,7.00E+41,2013-02-07,94.48089386
,7.00E+21,2013-02-27,100.00007
,7.00E+21,2013-02-11,100
,7.00E+21,2013-01-13,100.00007
,7.00E+21,2013-02-16,100
,3M21,2013-02-12,
,3M21,2013-01-26,
,3M21,2013-01-13,
,3M21,2013-01-07,
,3M21,2013-02-06,
,3M21,2013-01-14,
,3X31,2013-02-06,
,3X31,2013-01-26,
,XS51,2013-01-04,100.0016
,XS51,2013-02-06,100.0016
,3V11,2013-02-22,
,3V11,2013-02-23,
,3X11,2013-01-18,
,3X11,2013-02-17,
,3X11,2013-01-16,
,4K32,2013-01-12,0
,KS42,2013-01-02,
1,TR93,2013-01-30,0
,8T31,2013-01-08,0
,8T31,2013-01-18,0
100,7.00E+01,2013-01-11,100
100,7.00E+01,2013-01-18,100
,5S11,2013-02-19,
,3B14,2013-01-14,
,3V93,2013-01-27,
,3B13,2013-01-10,8.58917
,3B13,2013-02-02,9.34448
,3B13,2013-01-26,9.39178
,8V31,2013-02-25,
,8V31,2013-02-09,
,8V31,2013-01-27,
,LS21,2013-01-31,
,LS21,2013-01-15,
,LS21,2013-02-23,
,LS21,2013-02-22,
,LS21,2013-01-01,
,LS21,2013-01-25,
,LS21,2013-01-28,
,LS21,2013-01-22,
,JL51,2013-02-12,100
,JL51,2013-01-31,100
,8.00E+32,2013-02-17,100.0016
,8.00E+32,2013-02-13,100.0016
,8.00E+32,2013-01-01,100.0016
,8H91,2013-02-01,0
,8H91,2013-01-18,0
,8H91,2013-01-01,0
,8H91,2013-02-27,0
,8H91,2013-01-20,0
,8H91,2013-01-05,0
150569,KY51,2013-01-16,99.99855
99.9970863,TR93,2013-01-26,100
99.99708661,TR93,2013-02-28,100
,CU31,2013-01-12,
,CU31,2013-01-31,
,5S31,2013-01-02,
,3C37,2013-01-15,
,3C37,2013-01-28,
,3C37,2013-02-15,
,3C37,2013-01-06,
,5S31,2013-02-07,
,5S31,2013-01-11,
,5S31,2013-02-25,
,XM91,2013-02-10,0
,XM91,2013-01-17,0
,XM91,2013-02-28,0
,XM91,2013-02-05,0
,XM91,2013-02-16,0
,8H71,2013-02-27,0
,8H71,2013-02-13,0
,8H71,2013-01-05,0
,8H71,2013-01-12,0
,8H71,2013-01-11,0
,8J91,2013-01-22,100
,2.00E+51,2013-01-06,99.93897
,XH53,2013-01-04,
,HT33,2013-02-11,0
,HT33,2013-02-07,0
,HT33,2013-02-14,0
,XS52,2013-02-12,0
,1R51,2013-02-09,90.32149486
,1R51,2013-01-02,90.41457337
,1R51,2013-01-28,90.40084359
,1R51,2013-02-26,90.31539495
,1R51,2013-02-08,90.33065471
,XM92,2013-01-13,0
,XM92,2013-01-18,0
,XM92,2013-02-21,0
,XM92,2013-02-14,0
,XM92,2013-02-27,0
,XM92,2013-02-01,0
,HT91,2013-01-28,51.44671164
,HT91,2013-01-26,59.36508102
,HT91,2013-02-25,63.25234679
100,KY51,2013-01-21,100
,8A91,2013-03-01,
,3L51,2013-02-14,
,XM51,2013-02-13,99.99847005
,XM51,2013-02-21,99.99847005
,3A53,2013-01-06,
,3A53,2013-02-10,
,2C12,2013-02-22,0
,XM53,2013-02-15,0
,4W93,2013-01-23,100.00008
,4W93,2013-02-10,100.00007
,4W93,2013-03-01,100.00008
,4K51,2013-01-15,100
,4K51,2013-02-25,100
,4K51,2013-01-22,100
,2C11,2013-02-16,0
,2C11,2013-03-01,0
,2C12,2013-02-16,0
,2R11,2013-01-27,83.17877
,2R11,2013-02-26,79.71655
,2R11,2013-01-30,79.71655
,2R11,2013-01-03,20.28472544
,2R11,2013-02-06,72.27941
740,7.00E+41,2013-02-23,97.59216169
75,7.00E+41,2013-01-30,2.40631
75,7.00E+41,2013-02-26,2.40631
74,7.00E+41,2013-01-11,2.40784
,7.00E+21,2013-01-09,100
,7.00E+21,2013-01-18,100
,7.00E+21,2013-01-30,100.00007
,3X31,2013-02-04,
,3X53,2013-01-20,
,3X53,2013-02-11,
,3X53,2013-01-25,
,3X53,2013-01-20,
,3X53,2013-02-14,
,3M21,2013-01-17,
,3M21,2013-01-12,
,1W72,2013-01-09,56.7749
,2C31,2013-02-26,60.00977
,8A74,2013-01-27,0
,2C11,2013-01-14,45.57441008
,HT33,2013-01-04,100
,3X11,2013-02-28,
,3X11,2013-01-26,
,3X11,2013-02-11,
,3X11,2013-02-10,
,3X11,2013-02-11,
,3X11,2013-02-10,
,3X11,2013-01-28,
99.99001946,TR93,2013-01-26,100
0.004951966,TR93,2013-02-24,0
0.004951966,TR93,2013-01-12,0
0.003121001,TR93,2013-02-08,0
,8V31,2013-02-03,
,8V31,2013-01-17,
,2L71,2013-01-31,56.21338
,2L71,2013-02-08,53.96729
,XM52,2013-02-27,0
,XM52,2013-02-20,0
,LS21,2013-01-06,
,LS21,2013-02-16,
,LS21,2013-02-22,
,LS21,2013-01-07,
,LS21,2013-01-20,
,LS21,2013-01-07,
,LS21,2013-01-07,
,8H91,2013-02-01,0
,8H91,2013-01-28,0
,8H91,2013-01-26,0
,8H91,2013-01-02,0
,8H91,2013-01-02,100
,8H91,2013-01-31,0
,CU31,2013-02-05,
,CU31,2013-02-23,
,CU31,2013-02-27,
,CU31,2013-01-26,
,HT71,2013-01-08,61.90941295
,HT71,2013-01-13,63.80951952
,5S31,2013-02-06,
,5S31,2013-01-22,
,HT91,2013-02-28,0
,5S31,2013-02-11,
,5S31,2013-01-11,
,5S31,2013-01-24,
,5S31,2013-01-08,
,XM91,2013-02-04,0
,5S31,2013-02-21,
,5S31,2013-02-13,
,5S31,2013-02-21,
,5S31,2013-02-28,
,5S31,2013-01-08,
,5S31,2013-02-19,
,2C11,2013-01-29,39.55078
,2C11,2013-01-03,39.55078
,2C11,2013-02-22,39.20898
,2C11,2013-01-14,37.04834
,5S11,2013-01-22,
,5S11,2013-02-10,
,8J91,2013-02-24,100
,8J91,2013-02-20,100
,8J91,2013-02-04,100
,5.00E+52,2013-02-01,100
,5.00E+52,2013-01-23,100
,5.00E+52,2013-01-28,100
,HT33,2013-01-20,0
,HT33,2013-01-05,0
,3M21,2013-01-19,
,3M21,2013-01-31,
,3M21,2013-01-23,
,3M21,2013-02-06,
,3M21,2013-02-07,
,1R51,2013-01-30,90.3810039
,1R51,2013-02-07,90.37642398
,1R51,2013-02-11,90.36727412
,1R51,2013-02-21,90.33065471
,1R51,2013-01-01,90.30929408
,3N51,2013-01-27,
,XM92,2013-01-19,0
,XM92,2013-01-28,0
,XM92,2013-02-18,0
,XM92,2013-01-17,0
